county,contest_group_id,contest_name,choice,choice_party,sum
CABARRUS,2,CABARRUS COUNTY SCHOOLS BOARD OF EDUCATION,Denver Walker (Write-In),,16
CABARRUS,2,CABARRUS COUNTY SCHOOLS BOARD OF EDUCATION,"James Alsop, Sr. (Write-In)",,14
CABARRUS,2,CABARRUS COUNTY SCHOOLS BOARD OF EDUCATION,Jeff Phillips,,27927
CABARRUS,2,CABARRUS COUNTY SCHOOLS BOARD OF EDUCATION,Jeffrey B. King,,15327
CABARRUS,2,CABARRUS COUNTY SCHOOLS BOARD OF EDUCATION,Keisha Villatoro,,19567
CABARRUS,2,CABARRUS COUNTY SCHOOLS BOARD OF EDUCATION,Robert (Rob) Walter,,34784
CABARRUS,2,CABARRUS COUNTY SCHOOLS BOARD OF EDUCATION,"Russell Victor Olson, Jr. (Write-In)",,7
CABARRUS,2,CABARRUS COUNTY SCHOOLS BOARD OF EDUCATION,Thomas (Tom) Clark,,28964
CABARRUS,2,CABARRUS COUNTY SCHOOLS BOARD OF EDUCATION,"William T. Morris, III (Write-In)",,6
CABARRUS,2,CABARRUS COUNTY SCHOOLS BOARD OF EDUCATION,Wilma Means (Write-In),,64
CABARRUS,2,CABARRUS COUNTY SCHOOLS BOARD OF EDUCATION,Write-In (Miscellaneous),,1474
CABARRUS,4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Brad Johnson (Write-In),,8
CABARRUS,4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Erik Erickson (Write-In),,8
CABARRUS,4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,"Thomas E. Porter, Jr.",,65670
CABARRUS,4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Vonda M. Brown (Write-In),,15
CABARRUS,4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,974
CALDWELL,4,CALDWELL COUNTY BOARD OF COMMISSIONERS,Jeff Branch,REP,26445
CALDWELL,4,CALDWELL COUNTY BOARD OF COMMISSIONERS,Randy T. Church,REP,22411
CALDWELL,4,CALDWELL COUNTY BOARD OF COMMISSIONERS,Robbie Wilkie,REP,21606
CALDWELL,5,CALDWELL COUNTY BOARD OF EDUCATION,Ann B. Edwards,,19316
CALDWELL,5,CALDWELL COUNTY BOARD OF EDUCATION,Darrell Clayton Pennell,,22115
CALDWELL,5,CALDWELL COUNTY BOARD OF EDUCATION,Helen Hall (Write-In),,8
CALDWELL,5,CALDWELL COUNTY BOARD OF EDUCATION,Linda Coffey,,18985
CALDWELL,5,CALDWELL COUNTY BOARD OF EDUCATION,Tim Hawkins,,19287
CALDWELL,5,CALDWELL COUNTY BOARD OF EDUCATION,Write-In (Miscellaneous),,584
CALDWELL,1,CALDWELL COUNTY REGISTER OF DEEDS,Wayne L. Rash,REP,29105
CALDWELL,3,CALDWELL SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Allen Tolbert,,27445
CALDWELL,3,CALDWELL SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,366
CAMDEN,2,CAMDEN COUNTY BOARD OF COMMISSIONERS AT-LARGE,Ross Munro,REP,2993
CAMDEN,2,CAMDEN COUNTY BOARD OF COMMISSIONERS AT-LARGE,Samuel K. Shaw,DEM,1861
CAMDEN,3,CAMDEN COUNTY BOARD OF COMMISSIONERS COURTHOUSE,Randy Krainiak,REP,3852
CAMDEN,4,CAMDEN COUNTY BOARD OF COMMISSIONERS SOUTH MILLS,Garry Meiggs,REP,3821
CAMDEN,5,CAMDEN COUNTY BOARD OF EDUCATION,Beth L. Strecker,,1307
CAMDEN,5,CAMDEN COUNTY BOARD OF EDUCATION,Christian Austin Overton,,2205
CAMDEN,5,CAMDEN COUNTY BOARD OF EDUCATION,Kevin Heath,,2441
CAMDEN,5,CAMDEN COUNTY BOARD OF EDUCATION,Tiffany Riggs Bounds,,1251
CAMDEN,5,CAMDEN COUNTY BOARD OF EDUCATION,Write-In (Miscellaneous),,61
CAMDEN,7,CAMDEN COUNTY REGISTER OF DEEDS,Tammie Krauss,REP,3793
CAMDEN,8,MIXED BEVERAGE ELECTION,Against,,1351
CAMDEN,8,MIXED BEVERAGE ELECTION,For,,3367
CAMDEN,6,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Don Lee Keaton,,3593
CAMDEN,6,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,52
CARTERET,4,CARTERET COUNTY BOARD OF COMMISSIONERS DISTRICT 3,Bob Cavanaugh,REP,25084
CARTERET,4,CARTERET COUNTY BOARD OF COMMISSIONERS DISTRICT 3,Roger A. Eaton,DEM,10696
CARTERET,2,CARTERET COUNTY BOARD OF COMMISSIONERS DISTRICT 4,Jimmy Farrington,REP,28448
CARTERET,3,CARTERET COUNTY BOARD OF COMMISSIONERS DISTRICT 5,George E. (Eddie Bo) Wheatly,REP,28072
CARTERET,6,HARKERS ISLAND SANITARY BOARD MEMBER,Arnold Asdenti,,577
CARTERET,6,HARKERS ISLAND SANITARY BOARD MEMBER,Elizabeth Lewis (Write-In),,8
CARTERET,6,HARKERS ISLAND SANITARY BOARD MEMBER,Fred W. Schramm,,344
CARTERET,6,HARKERS ISLAND SANITARY BOARD MEMBER,Write-In (Miscellaneous),,24
CARTERET,7,ONE-QUARTER PERCENT LOCAL SALES AND USE TAX,Against,,20503
CARTERET,7,ONE-QUARTER PERCENT LOCAL SALES AND USE TAX,For,,15145
CARTERET,5,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,"Clayton Garner, Jr.",,24163
CARTERET,5,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Dave Keefe (Write-In),,22
CARTERET,5,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Marshal Bennett (Write-In),,25
CARTERET,5,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,391
CASWELL,3,CASWELL COUNTY BOARD OF COMMISSIONERS AT-LARGE,N. Kent Williamson,DEM,4161
CASWELL,3,CASWELL COUNTY BOARD OF COMMISSIONERS AT-LARGE,Rick McVey,REP,6067
CASWELL,3,CASWELL COUNTY BOARD OF COMMISSIONERS AT-LARGE,Sterling Carter,DEM,4481
CASWELL,4,CASWELL COUNTY BOARD OF COMMISSIONERS DISTRICT 3,Jeremiah Jefferies,DEM,1783
CASWELL,5,CASWELL COUNTY BOARD OF COMMISSIONERS DISTRICT 4,Nathaniel Hall,DEM,1621
CASWELL,6,CASWELL COUNTY REGISTER OF DEEDS,Ginny S. Mitchell,DEM,7933
CASWELL,1,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Tim Yarbrough,,9555
CASWELL,1,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,92
CATAWBA,4,CATAWBA COUNTY BOARD OF COMMISSIONERS,Barbara Gale Beatty,REP,48493
CATAWBA,4,CATAWBA COUNTY BOARD OF COMMISSIONERS,Dan A. Hunsucker,REP,42006
CATAWBA,2,CATAWBA COUNTY BOARD OF EDUCATION,Becky Brittain,,15336
CATAWBA,2,CATAWBA COUNTY BOARD OF EDUCATION,Beth Gordon Isenhour,,15552
CATAWBA,2,CATAWBA COUNTY BOARD OF EDUCATION,Brannon S. Pittman,,4818
CATAWBA,2,CATAWBA COUNTY BOARD OF EDUCATION,Cathy J. Starnes,,17104
CATAWBA,2,CATAWBA COUNTY BOARD OF EDUCATION,Donna Lutz-Carpenter,,15500
CATAWBA,2,CATAWBA COUNTY BOARD OF EDUCATION,Doug Brady,,11526
CATAWBA,2,CATAWBA COUNTY BOARD OF EDUCATION,Leslie Barnette (Write-In),,5
CATAWBA,2,CATAWBA COUNTY BOARD OF EDUCATION,Ray Cerda,,3131
CATAWBA,2,CATAWBA COUNTY BOARD OF EDUCATION,Ron Jones,,6396
CATAWBA,2,CATAWBA COUNTY BOARD OF EDUCATION,Ronn Abernathy,,16932
CATAWBA,2,CATAWBA COUNTY BOARD OF EDUCATION,Tracey Stracener,,9067
CATAWBA,2,CATAWBA COUNTY BOARD OF EDUCATION,Write-In (Miscellaneous),,472
CATAWBA,3,CATAWBA COUNTY REGISTER OF DEEDS,Donna Hicks Spencer,REP,56989
CATAWBA,1,COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,David Caldwell,,51034
CATAWBA,1,COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Paul Deyo (Write-In),,8
CATAWBA,1,COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Phil Elrod (Write-In),,5
CATAWBA,1,COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,513
CHATHAM,5,CHATHAM COUNTY BOARD OF COMMISSIONERS DISTRICT 1,Jay Stobbs,REP,17901
CHATHAM,5,CHATHAM COUNTY BOARD OF COMMISSIONERS DISTRICT 1,Karen Howard,DEM,20481
CHATHAM,6,CHATHAM COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Mike Dasher,DEM,20496
CHATHAM,6,CHATHAM COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Peyton Holland,UNA,16079
CHATHAM,1,CHATHAM COUNTY BOARD OF EDUCATION - DISTRICT 1,Melissa Hlavac,,27006
CHATHAM,1,CHATHAM COUNTY BOARD OF EDUCATION - DISTRICT 1,Write-In (Miscellaneous),,352
CHATHAM,2,CHATHAM COUNTY BOARD OF EDUCATION - DISTRICT 2,David M. Hamm,,27875
CHATHAM,2,CHATHAM COUNTY BOARD OF EDUCATION - DISTRICT 2,Write-In (Miscellaneous),,360
CHATHAM,4,CHATHAM COUNTY REGISTER OF DEEDS,Lunday A. Riggsbee,DEM,28340
CHATHAM,3,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,J. Lynn Mann,,27310
CHATHAM,3,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,340
CHEROKEE,3,CHEROKEE COUNTY BOARD OF COMMISSIONERS DISTRICT II,CB McKinnon,REP,7985
CHEROKEE,3,CHEROKEE COUNTY BOARD OF COMMISSIONERS DISTRICT II,Randy Barnett,DEM,5708
CHEROKEE,4,CHEROKEE COUNTY BOARD OF COMMISSIONERS DISTRICT V,Jan Lukens,UNA,4425
CHEROKEE,4,CHEROKEE COUNTY BOARD OF COMMISSIONERS DISTRICT V,Roy Dickey,REP,9113
CHEROKEE,1,CHEROKEE COUNTY BOARD OF EDUCATION DISTRICT I,Jeff Tatham,REP,8075
CHEROKEE,1,CHEROKEE COUNTY BOARD OF EDUCATION DISTRICT I,John Coffey,DEM,3213
CHEROKEE,1,CHEROKEE COUNTY BOARD OF EDUCATION DISTRICT I,Keith Wood,DEM,4145
CHEROKEE,1,CHEROKEE COUNTY BOARD OF EDUCATION DISTRICT I,Tim West,REP,7032
CHEROKEE,2,CHEROKEE COUNTY BOARD OF EDUCATION DISTRICT II,Arnold Mathews,REP,9499
CHEROKEE,2,CHEROKEE COUNTY BOARD OF EDUCATION DISTRICT II,Kerry Archer,DEM,3850
CHEROKEE,6,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Johnny Shields,,10767
CHEROKEE,6,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,103
CHOWAN,2,CHOWAN COUNTY BOARD OF COMMISSIONERS AT LARGE,Brian Ferraraccio,REP,3230
CHOWAN,2,CHOWAN COUNTY BOARD OF COMMISSIONERS AT LARGE,"Donald M. Faircloth, Jr.",DEM,3796
CHOWAN,4,CHOWAN COUNTY BOARD OF COMMISSIONERS DISTRICT 1,James (Jill) White,DEM,734
CHOWAN,4,CHOWAN COUNTY BOARD OF COMMISSIONERS DISTRICT 1,Ron Cummings,REP,1620
CHOWAN,3,CHOWAN COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Derrick E. Wadsworth,DEM,1050
CHOWAN,3,CHOWAN COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Patti F. Kersey,REP,1591
CHOWAN,5,CHOWAN COUNTY BOARD OF COMMISSIONERS DISTRICT 3,Greg Bonner,DEM,1594
CHOWAN,7,CHOWAN COUNTY BOARD OF EDUCATION DISTRICT 1,Gene Jordan,,1711
CHOWAN,7,CHOWAN COUNTY BOARD OF EDUCATION DISTRICT 1,Write-In (Miscellaneous),,20
CHOWAN,8,CHOWAN COUNTY BOARD OF EDUCATION DISTRICT 2,Paul Clifton,,1750
CHOWAN,8,CHOWAN COUNTY BOARD OF EDUCATION DISTRICT 2,Write-In (Miscellaneous),,61
CHOWAN,9,CHOWAN COUNTY BOARD OF EDUCATION DISTRICT 3,Joan Hoggard White,,1408
CHOWAN,9,CHOWAN COUNTY BOARD OF EDUCATION DISTRICT 3,Write-In (Miscellaneous),,21
CHOWAN,1,CHOWAN COUNTY REGISTER OF DEEDS,Lynn Chesson Gilliard,DEM,4953
CHOWAN,6,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Carey Y. Parrish IV,,5239
CHOWAN,6,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,80
CLAY,4,CLAY COUNTY BOARD OF COMMISSIONERS,Randy Nichols,REP,3791
CLAY,4,CLAY COUNTY BOARD OF COMMISSIONERS,Rob Peck,REP,3570
CLAY,4,CLAY COUNTY BOARD OF COMMISSIONERS,Robert Cline Penland,REP,3416
CLAY,4,CLAY COUNTY BOARD OF COMMISSIONERS,Sandy Zimmerman,DEM,2624
CLAY,2,CLAY COUNTY BOARD OF EDUCATION,Danny Jones,REP,3527
CLAY,2,CLAY COUNTY BOARD OF EDUCATION,Jason Rhinehardt,DEM,2332
CLAY,2,CLAY COUNTY BOARD OF EDUCATION,Reba Beck,REP,3761
CLAY,6,CLAY COUNTY LOCAL SALES AND USE TAX,Against,,3348
CLAY,6,CLAY COUNTY LOCAL SALES AND USE TAX,For,,2310
CLAY,5,CLAY COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Bill England (Write-In),,8
CLAY,5,CLAY COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Glen Cheeks,,4391
CLAY,5,CLAY COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Linda Milt (Write-In),,8
CLAY,5,CLAY COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,No name (Write-In),,5
CLAY,5,CLAY COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Reggie Hooper (Write-In),,54
CLAY,5,CLAY COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,96
CLEVELAND,2,CLEVELAND COUNTY BOARD OF COMMISSIONERS,Johnny Hutchins,REP,25192
CLEVELAND,2,CLEVELAND COUNTY BOARD OF COMMISSIONERS,Mary Shear Accor,DEM,15752
CLEVELAND,2,CLEVELAND COUNTY BOARD OF COMMISSIONERS,Ronnie Hawkins,REP,25612
CLEVELAND,2,CLEVELAND COUNTY BOARD OF COMMISSIONERS,Susan K. Allen,REP,25175
CLEVELAND,2,CLEVELAND COUNTY BOARD OF COMMISSIONERS,Willie B. McIntosh,DEM,16846
CLEVELAND,1,CLEVELAND COUNTY REGISTER OF DEEDS,Betsy Harnage,REP,23080
CLEVELAND,1,CLEVELAND COUNTY REGISTER OF DEEDS,Debi Mull Harrill,DEM,19841
CLEVELAND,6,ONE-QUARTER PERCENT LOCAL SALES AND USE TAX,Against,,25342
CLEVELAND,6,ONE-QUARTER PERCENT LOCAL SALES AND USE TAX,For,,14147
CLEVELAND,3,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Chad Stout,,14192
CLEVELAND,3,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Michael J. Underwood,,15569
CLEVELAND,3,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,384
CLEVELAND,7,TOWN OF CASAR MALT BEVERAGE ELECTION,Against,,59
CLEVELAND,7,TOWN OF CASAR MALT BEVERAGE ELECTION,For,,91
CLEVELAND,8,TOWN OF CASAR UNFORTIFIED WINE ELECTION,Against,,61
CLEVELAND,8,TOWN OF CASAR UNFORTIFIED WINE ELECTION,For,,89
CLEVELAND,10,TOWN OF WACO MALT BEVERAGE ELECTION,Against,,60
CLEVELAND,10,TOWN OF WACO MALT BEVERAGE ELECTION,For,,60
CLEVELAND,9,TOWN OF WACO UNFORTIFIED WINE ELECTION,Against,,56
CLEVELAND,9,TOWN OF WACO UNFORTIFIED WINE ELECTION,For,,64
COLUMBUS,2,COLUMBUS COUNTY BOARD OF COMMISSIONERS DISTRICT 2,James Prevatte,DEM,2762
COLUMBUS,3,COLUMBUS COUNTY BOARD OF COMMISSIONERS DISTRICT 3,Giles E. (Buddy) Byrd,DEM,2831
COLUMBUS,4,COLUMBUS COUNTY BOARD OF COMMISSIONERS DISTRICT 4,Jack Lavern Coleman,UNA,1399
COLUMBUS,4,COLUMBUS COUNTY BOARD OF COMMISSIONERS DISTRICT 4,P. Edwin Russ,DEM,2040
COLUMBUS,5,COLUMBUS COUNTY BOARD OF COMMISSIONERS DISTRICT 5,Trent Burroughs,DEM,2351
COLUMBUS,1,COLUMBUS COUNTY REGISTER OF DEEDS,Kandance H. Bullock,DEM,17560
COLUMBUS,10,COLUMBUS COUNTY SCHOOLS BOARD OF EDUCATION DISTRICT 1,Norris L. Ebron,,5312
COLUMBUS,10,COLUMBUS COUNTY SCHOOLS BOARD OF EDUCATION DISTRICT 1,Randy Coleman,,9380
COLUMBUS,10,COLUMBUS COUNTY SCHOOLS BOARD OF EDUCATION DISTRICT 1,Write-In (Miscellaneous),,75
COLUMBUS,11,COLUMBUS COUNTY SCHOOLS BOARD OF EDUCATION DISTRICT 5,Junior Dew,,13259
COLUMBUS,11,COLUMBUS COUNTY SCHOOLS BOARD OF EDUCATION DISTRICT 5,Write-In (Miscellaneous),,207
COLUMBUS,6,RIEGELWOOD SANITARY DISTRICT BOARD MEMBER,Earl Brown (Write-In),,52
COLUMBUS,6,RIEGELWOOD SANITARY DISTRICT BOARD MEMBER,Eddie Ray Caines (Write-In),,56
COLUMBUS,6,RIEGELWOOD SANITARY DISTRICT BOARD MEMBER,Maurice Hobbs (Write-In),,55
COLUMBUS,6,RIEGELWOOD SANITARY DISTRICT BOARD MEMBER,Michael Lanier (Write-In),,6
COLUMBUS,6,RIEGELWOOD SANITARY DISTRICT BOARD MEMBER,Mike Porter (Write-In),,68
COLUMBUS,6,RIEGELWOOD SANITARY DISTRICT BOARD MEMBER,Ronald McPherson,,129
COLUMBUS,6,RIEGELWOOD SANITARY DISTRICT BOARD MEMBER,Steve Lanier (Write-In),,23
COLUMBUS,6,RIEGELWOOD SANITARY DISTRICT BOARD MEMBER,Write-In (Miscellaneous),,20
COLUMBUS,7,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Harold Dean Register,,17632
COLUMBUS,7,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,230
COLUMBUS,8,WHITEVILLE CITY SCHOOLS BOARD OF EDUCATION DISTRICT 3,Kandle McKeel Rogers,,1483
COLUMBUS,8,WHITEVILLE CITY SCHOOLS BOARD OF EDUCATION DISTRICT 3,Write-In (Miscellaneous),,42
COLUMBUS,9,WHITEVILLE CITY SCHOOLS BOARD OF EDUCATION DISTRICT 4,Greg Merritt,,1304
COLUMBUS,9,WHITEVILLE CITY SCHOOLS BOARD OF EDUCATION DISTRICT 4,Write-In (Miscellaneous),,22
CRAVEN,2,CRAVEN COUNTY BOARD OF EDUCATION DISTRICT 1,Eddie McKeel,,17071
CRAVEN,2,CRAVEN COUNTY BOARD OF EDUCATION DISTRICT 1,Stefanie King,,21230
CRAVEN,2,CRAVEN COUNTY BOARD OF EDUCATION DISTRICT 1,Write-In (Miscellaneous),,98
CRAVEN,3,CRAVEN COUNTY BOARD OF EDUCATION DISTRICT 3,Ashley M. Smith,,19753
CRAVEN,3,CRAVEN COUNTY BOARD OF EDUCATION DISTRICT 3,Carr Ipock,,20821
CRAVEN,3,CRAVEN COUNTY BOARD OF EDUCATION DISTRICT 3,Rick Hopkins (Write-In),,33
CRAVEN,3,CRAVEN COUNTY BOARD OF EDUCATION DISTRICT 3,Write-In (Miscellaneous),,80
CRAVEN,4,CRAVEN COUNTY BOARD OF EDUCATION DISTRICT 5,David Hale,,22901
CRAVEN,4,CRAVEN COUNTY BOARD OF EDUCATION DISTRICT 5,Kim Fink,,13799
CRAVEN,4,CRAVEN COUNTY BOARD OF EDUCATION DISTRICT 5,Write-In (Miscellaneous),,91
CRAVEN,5,CRAVEN COUNTY BOARD OF EDUCATION DISTRICT 7,Joseph L. Walton,,14905
CRAVEN,5,CRAVEN COUNTY BOARD OF EDUCATION DISTRICT 7,Sarah Benischek,,22194
CRAVEN,5,CRAVEN COUNTY BOARD OF EDUCATION DISTRICT 7,Write-In (Miscellaneous),,109
CRAVEN,7,CRAVEN COUNTY REGISTER OF DEEDS,Sherri B. Richard,DEM,29456
CRAVEN,6,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Marlene Salyer,,29997
CRAVEN,6,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,427
CUMBERLAND,7,BOARD OF EDUCATION DISTRICT 1,Alicia Chisolm,,16567
CUMBERLAND,7,BOARD OF EDUCATION DISTRICT 1,Write-In (Miscellaneous),,202
CUMBERLAND,6,BOARD OF EDUCATION DISTRICT 2,Porcha Y. McMillan,,12869
CUMBERLAND,6,BOARD OF EDUCATION DISTRICT 2,Write-In (Miscellaneous),,218
CUMBERLAND,5,BOARD OF EDUCATION DISTRICT 3,Carrie Sutton,,14489
CUMBERLAND,5,BOARD OF EDUCATION DISTRICT 3,Write-In (Miscellaneous),,234
CUMBERLAND,4,BOARD OF EDUCATION DISTRICT 4,Donna B. Vann,,15583
CUMBERLAND,4,BOARD OF EDUCATION DISTRICT 4,Write-In (Miscellaneous),,406
CUMBERLAND,3,BOARD OF EDUCATION DISTRICT 5,Debra Dubbe Gray (Write-In),,5
CUMBERLAND,3,BOARD OF EDUCATION DISTRICT 5,Susan Williams,,20025
CUMBERLAND,3,BOARD OF EDUCATION DISTRICT 5,Write-In (Miscellaneous),,280
CUMBERLAND,2,BOARD OF EDUCATION DISTRICT 6,Carmela R. McKeller,,1713
CUMBERLAND,2,BOARD OF EDUCATION DISTRICT 6,Joseph Gilreath,,752
CUMBERLAND,2,BOARD OF EDUCATION DISTRICT 6,Patricia B. Griffin,,4545
CUMBERLAND,2,BOARD OF EDUCATION DISTRICT 6,Peggy Hall,,4688
CUMBERLAND,2,BOARD OF EDUCATION DISTRICT 6,Ralph Molina,,3660
CUMBERLAND,2,BOARD OF EDUCATION DISTRICT 6,Ray Miller,,636
CUMBERLAND,2,BOARD OF EDUCATION DISTRICT 6,Ron Ross,,651
CUMBERLAND,2,BOARD OF EDUCATION DISTRICT 6,Sheryl Lewis,,3354
CUMBERLAND,2,BOARD OF EDUCATION DISTRICT 6,Tina M. Odom,,1271
CUMBERLAND,2,BOARD OF EDUCATION DISTRICT 6,Write-In (Miscellaneous),,82
CUMBERLAND,1,CUMBERLAND COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Bob White,REP,28012
CUMBERLAND,1,CUMBERLAND COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Jimmy Keefe,DEM,35920
CUMBERLAND,1,CUMBERLAND COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Marshall Faircloth,DEM,37133
CUMBERLAND,1,CUMBERLAND COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Michael (Mike) Boose,REP,40177
CUMBERLAND,1,CUMBERLAND COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Paul L. Taylor,DEM,29568
CUMBERLAND,1,CUMBERLAND COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Wade Fowler,REP,30560
CUMBERLAND,9,CUMBERLAND COUNTY REGISTER OF DEEDS,Lee Warren,DEM,98553
CUMBERLAND,8,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Cathy Dickens,,44710
CUMBERLAND,8,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,David Alan Gray (Write-In),,5
CUMBERLAND,8,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Ellison L. Ellison,,21713
CUMBERLAND,8,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Mark Smith (Write-In),,21
CUMBERLAND,8,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Reuben Cashwell,,26840
CUMBERLAND,8,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,V. B. Marsh,,10502
CUMBERLAND,8,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,725
CURRITUCK,13,CURRITUCK COUNTY BOARD OF COMMISSIONERS AT-LARGE,Mary (Kitty) Etheridge,REP,9866
CURRITUCK,12,CURRITUCK COUNTY BOARD OF COMMISSIONERS DISTRICT 1,Bob White,REP,9574
CURRITUCK,11,CURRITUCK COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Bobby Hanig,REP,9408
CURRITUCK,10,CURRITUCK COUNTY BOARD OF COMMISSIONERS DISTRICT 4,Paul Beaumont,REP,9369
CURRITUCK,1,CURRITUCK COUNTY BOARD OF EDUCATION FRUITVILLE TOWNSHIP,R. Darnell Gaddis,,2988
CURRITUCK,1,CURRITUCK COUNTY BOARD OF EDUCATION FRUITVILLE TOWNSHIP,Will Crodick,,6810
CURRITUCK,1,CURRITUCK COUNTY BOARD OF EDUCATION FRUITVILLE TOWNSHIP,Write-In (Miscellaneous),,37
CURRITUCK,2,CURRITUCK COUNTY BOARD OF EDUCATION MOYOCK TOWNSHIP,Dwan Gibbs Craft,,8707
CURRITUCK,2,CURRITUCK COUNTY BOARD OF EDUCATION MOYOCK TOWNSHIP,Write-In (Miscellaneous),,141
CURRITUCK,14,CURRITUCK COUNTY REGISTER OF DEEDS,Christine L. Beaumont,UNA,3370
CURRITUCK,14,CURRITUCK COUNTY REGISTER OF DEEDS,Denise Hall,REP,8290
CURRITUCK,3,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Manly Morris West,,8833
CURRITUCK,3,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,134
DARE,1,DARE COUNTY BOARD OF COMMISSIONERS DISTRICT 1,Rosemarie Doshier,DEM,7923
DARE,1,DARE COUNTY BOARD OF COMMISSIONERS DISTRICT 1,Wally Overman,REP,10771
DARE,2,DARE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Bob Woodard,REP,11002
DARE,2,DARE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,"John C. Towler, Jr.",DEM,7728
DARE,3,DARE COUNTY BOARD OF COMMISSIONERS DISTRICT 3,Monica Thibodeau,DEM,8611
DARE,3,DARE COUNTY BOARD OF COMMISSIONERS DISTRICT 3,Steve House,REP,10053
DARE,4,DARE COUNTY BOARD OF COMMISSIONERS DISTRICT 4,Danny Couch,DEM,12965
DARE,5,DARE COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Ricki Shepherd,,12855
DARE,5,DARE COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,237
DAVIDSON,10,COUNTYWIDE ABC STORE ELECTION,Against,,24831
DAVIDSON,10,COUNTYWIDE ABC STORE ELECTION,For,,48256
DAVIDSON,8,COUNTYWIDE MALT BEVERAGE ELECTION,Against,,25863
DAVIDSON,8,COUNTYWIDE MALT BEVERAGE ELECTION,For,,46907
